鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路261號對面,24.05,其他,Unnamed: 5,Unnamed: 6,1120511,土地2建物1車位1,十一層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,Unnamed: 14,153.94,3,1,2,有,無,15190000,115127,坡道平面,34.42,1430000,Unnamed: 26,RPPNMLPKNHIGFCJ38CB,星都?C區,3D棟11F號,Unnamed: 30,來源資料夾,新埔鎮,房地(土地+建物),新竹縣新埔鎮壹山街50號,312.86,Unnamed: 4,鄉村區,國土保安用地,1120813,土地2建物1車位0,全,4,透天厝,住家用,278.29,4.1,4.2,39890000,143340,Unnamed: 23,0.0,0,RPVNMLNKQHIGFBJ98CB,壹山2K,K棟5號,187.52,乙種建築用地,1121112,287.1,39970000,139220,RPUNMLNKJIIGFBJ28CB,壹山2D,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉榮華街35號旁巷道內,29.83,,一般農業區,甲種建築用地,1121027.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,137.89,3.0,2.0,10640000.0,79782.0,坡道平面,22.2,1410000.0,RPPOMLRJJIIGFDJ38CB,心豐花園,C6棟3F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物),新竹縣新豐鄉埔和段,73.87,,鄉村區,乙種建築用地,1121013.0,土地2建物1車位0,全,4.0,透天厝,住家用,176.71,3.0,3.0,12700000.0,71869.0,,0.0,0.0,RPQOMLRJJIIGFDJ48CB,豐禾,B棟2號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,竹北市,房地(土地+建物),新竹縣竹北市中華路,109.33,,山坡地保育區,丙種建築用地,1121028.0,土地1建物1車位0,全,3.0,透天厝,住家用,161.41,4.0,4.0,21800000.0,135060.0,,0.0,0.0,RPPNMLSJJIIGFBJ18CB,恰恰好透天社區,A棟0號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮中正路132號,19.87,住,,,1121013.0,土地6建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,134.53,2.0,2.0,12010000.0,111170.0,坡道平面,40.44,1550000.0,RPQNMLSJJIIGFBJ28CB,新譜愛家,D棟8D號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮中正路132號,19.87,住,,,1121020.0,土地6建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,134.53,2.0,2.0,12000000.0,110001.0,坡道平面,40.44,1650000.0,RPRNMLSJJIIGFBJ38CB,新譜愛家,D棟6D號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮中正路132號,19.87,住,,,1121015.0,土地6建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,134.53,2.0,2.0,11717000.0,104973.0,坡道平面,37.2,1500000.0,RPSNMLSJJIIGFBJ48CB,新譜愛家,C棟5C號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,1.0,有,無,,,,,,,,,,,112_04,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路261號對面,16.8,其他,,,1121027.0,土地2建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,115.1,2.0,1.0,13770000.0,146071.0,坡道平面,31.1,1500000.0,RPSNMLSJJIIGFCJ58CB,星都?D區,1E棟10號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1121023.0,土地1建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),見使用執照,140.03,3.0,2.0,9390000.0,73299.0,坡道平面,22.43,770000.0,RPPNMLSJJIIGFDJ38CB,弘峻理享城,C3-10F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,31.85,,一般農業區,甲種建築用地,1121023.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),見使用執照,146.24,3.0,2.0,9840000.0,73257.0,坡道平面,22.43,770000.0,RPQNMLSJJIIGFDJ48CB,弘峻理享城,D2-8F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.44,,一般農業區,甲種建築用地,1121016.0,土地1建物1車位1,二層,11.0,住宅大樓(11層含以上有電梯),見使用執照,140.44,3.0,2.0,9180000.0,71265.0,坡道平面,22.43,770000.0,RPRNMLSJJIIGFDJ58CB,弘峻理享城,F1-02F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1121017.0,土地1建物1車位1,九層,11.0,住宅大樓(11層含以上有電梯),見使用執照,140.03,3.0,2.0,9390000.0,73299.0,坡道平面,22.43,770000.0,RPSNMLSJJIIGFDJ68CB,弘峻理享城,F3-09F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1121017.0,土地1建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),見使用執照,140.03,3.0,2.0,9310000.0,72619.0,坡道平面,22.43,770000.0,RPTNMLSJJIIGFDJ78CB,弘峻理享城,G3-05F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,31.85,,一般農業區,甲種建築用地,1121026.0,土地1建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),見使用執照,146.24,3.0,2.0,9720000.0,72288.0,坡道平面,22.43,770000.0,RPUNMLSJJIIGFDJ88CB,弘峻理享城,F2-10F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1121030.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),見使用執照,140.03,3.0,2.0,9460000.0,73895.0,坡道平面,22.43,770000.0,RPVNMLSJJIIGFDJ98CB,弘峻理享城,I3-08F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1121030.0,土地1建物1車位1,九層,11.0,住宅大樓(11層含以上有電梯),見使用執照,140.03,3.0,2.0,9490000.0,74150.0,坡道平面,22.43,770000.0,RPWNMLSJJIIGFDJ09CB,弘峻理享城,I3-09F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,竹北市,房地(土地+建物)+車位,新竹縣竹北市臺科段119地號、府前段1029地號,45.45,住,,,1121014.0,土地2建物1車位2,八層,21.0,住宅大樓(11層含以上有電梯),住家用,266.62,3.0,2.0,49760000.0,221718.0,坡道平面,63.84,4800000.0,RPPNMLSJJIIGFBJ28DB,坤山臻真,C棟0號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬三路,39.0,住,,,1121021.0,土地1建物1車位2,四層,19.0,住宅大樓(11層含以上有電梯),住家用,289.3,4.0,2.0,46000000.0,181234.0,坡道平面,55.9,3700000.0,RPPNMLTJJIIGFBJ28CB,青靚,A棟4號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,31.85,,一般農業區,甲種建築用地,1121016.0,土地1建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),見使用執照,146.24,3.0,2.0,9970000.0,74630.0,坡道平面,22.43,730000.0,RPQNMLTJJIIGFDJ58CB,弘峻理享城,G2-10F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1121016.0,土地1建物1車位1,十層,11.0,住宅大樓(11層含以上有電梯),見使用執照,140.03,3.0,2.0,9540000.0,74915.0,坡道平面,22.43,730000.0,RPRNMLTJJIIGFDJ68CB,弘峻理享城,G3-10F號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉中崙166-2號對面,81.64,,特定農業區,甲種建築用地,1121029.0,土地5建物1車位1,全,4.0,透天厝,住家用,202.85,4.0,4.0,14340000.0,70693.0,一樓平面,0.0,0.0,RPXNMLTJJIIGFDJ66CB,琢蒔,A棟3-1號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉中崙166-2號對面,96.64,,特定農業區,甲種建築用地,1121105.0,土地5建物1車位1,全,4.0,透天厝,住家用,203.05,4.0,4.0,15200000.0,74858.0,一樓平面,0.0,0.0,RPOOMLTJJIIGFDJ48CB,琢蒔,A棟23-1號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,北埔鄉,房地(土地+建物),新竹縣北埔鄉中山路,66.24,住,,,1120917.0,土地1建物1車位0,全,4.0,透天厝,住家用,235.62,3.0,4.0,16380000.0,69519.0,,0.0,0.0,RPPNMLKKJIIGFCJ57CB,曼曼日藏-A,A棟11號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,芎林鄉,房地(土地+建物)+車位,新竹縣芎林鄉文林村13-14鄰,32.76,,特定農業區,甲種建築用地,1121013.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,122.91,3.0,2.0,14080000.0,122397.0,一樓平面,17.27,1150000.0,RPQNMLKKJIIGFCJ67CB,植光寓,C棟5號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,芎林鄉,房地(土地+建物),新竹縣芎林鄉文林村13-14鄰,32.76,,特定農業區,甲種建築用地,1121013.0,土地1建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,105.51,3.0,2.0,13900000.0,131741.0,,0.0,0.0,RPRNMLKKJIIGFCJ77CB,植光寓,A棟6號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,芎林鄉,房地(土地+建物),新竹縣芎林鄉文林村13-14鄰,32.76,,特定農業區,甲種建築用地,1121013.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,105.51,3.0,2.0,13300000.0,126054.0,,0.0,0.0,RPSNMLKKJIIGFCJ87CB,植光寓,A棟3號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,芎林鄉,房地(土地+建物)+車位,新竹縣芎林鄉文林村13-14鄰,32.76,,特定農業區,甲種建築用地,1121020.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,122.72,3.0,2.0,14270000.0,122997.0,一樓平面,17.27,1300000.0,RPTNMLKKJIIGFCJ97CB,植光寓,B棟6號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,芎林鄉,房地(土地+建物)+車位,新竹縣芎林鄉文林村13-14鄰,32.76,,特定農業區,甲種建築用地,1121018.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,122.91,3.0,2.0,14200000.0,123533.0,一樓平面,17.27,1150000.0,RPUNMLKKJIIGFCJ08CB,植光寓,C棟6號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉永寧段814地號,36.59,住,,,1121107.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,119.86,3.0,2.0,10300000.0,90474.0,一樓平面,25.91,1800000.0,RPPNMLKKJIIGFDJ67CB,森晴5,A棟2號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物),新竹縣新豐鄉永寧段814地號,36.59,住,,,1121103.0,土地1建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,93.95,3.0,2.0,8000000.0,85152.0,,0.0,0.0,RPQNMLKKJIIGFDJ77CB,森晴5,A棟4號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物),新竹縣新豐鄉永寧段814地號,36.59,住,,,1121105.0,土地1建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,93.95,3.0,2.0,8750000.0,93135.0,,0.0,0.0,RPRNMLKKJIIGFDJ87CB,森晴5,A棟5號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉永寧段814地號,36.6,住,,,1121103.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,107.7,3.0,2.0,9200000.0,85152.0,一樓平面,13.75,1200000.0,RPSNMLKKJIIGFDJ97CB,森晴5,A棟7號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物),新竹縣新豐鄉永寧段814地號,36.76,住,,,1121103.0,土地1建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,94.38,3.0,2.0,8000000.0,84764.0,,0.0,0.0,RPTNMLKKJIIGFDJ08CB,森晴5,B棟4號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物),新竹縣新豐鄉永寧段814地號,36.76,住,,,1121105.0,土地1建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,94.38,3.0,2.0,8780000.0,93028.0,,0.0,0.0,RPUNMLKKJIIGFDJ18CB,森晴5,B棟5號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物),新竹縣新豐鄉永寧段814地號,36.76,住,,,1121105.0,土地1建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,94.38,3.0,2.0,8780000.0,93028.0,,0.0,0.0,RPVNMLKKJIIGFDJ28CB,森晴5,B棟6號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1121017.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,157.57,3.0,2.0,13630000.0,93116.0,坡道平面,27.84,1550000.0,RPWNMLKKJIIGFDJ38CB,盛竑築硯,A1棟5號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,新豐鄉,房地(土地+建物),新竹縣新豐鄉松柏二段地號,92.71,,山坡地保育區,丙種建築用地,1121103.0,土地4建物1車位0,全,4.0,透天厝,見使用執照,191.12,4.0,6.0,16230000.0,84920.0,,0.0,0.0,RPXNMLKKJIIGFDJ48CB,森晴3,E棟0號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1121017.0,土地1建物1車位1,十一層,13.0,住宅大樓(11層含以上有電梯),住家用,124.71,2.0,2.0,10880000.0,96831.0,坡道平面,27.84,1500000.0,RPOOMLKKJIIGFDJ67CB,盛竑築硯,A3棟11號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1121018.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,157.95,3.0,2.0,13600000.0,92998.0,坡道平面,27.84,1500000.0,RPPOMLKKJIIGFDJ77CB,盛竑築硯,A2棟5號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1121020.0,土地1建物1車位2,三層,13.0,住宅大樓(11層含以上有電梯),住家用,184.7,3.0,2.0,14920000.0,92383.0,坡道平面,54.59,2900000.0,RPQOMLKKJIIGFDJ87CB,盛竑築硯,A2棟3號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1121020.0,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,124.56,2.0,2.0,10400000.0,92018.0,坡道平面,27.84,1500000.0,RPROMLKKJIIGFDJ97CB,盛竑築硯,B5棟6號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1121021.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,157.57,3.0,2.0,13390000.0,91652.0,坡道平面,27.84,1500000.0,RPSOMLKKJIIGFDJ08CB,盛竑築硯,A1棟4號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1121021.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住家用,124.71,2.0,2.0,10480000.0,92702.0,坡道平面,27.84,1500000.0,RPTOMLKKJIIGFDJ18CB,盛竑築硯,A3棟4號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中美路551號旁,32.43,,特定農業區,甲種建築用地,1121013.0,土地1建物1車位1,五層,8.0,華廈(10層含以下有電梯),住家用,148.39,3.0,2.0,12300000.0,91090.0,坡道平面,27.63,1300000.0,RPVOMLKKJIIGFDJ38CB,友太．序,A棟5號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中美路551號旁,32.51,,特定農業區,甲種建築用地,1121012.0,土地1建物1車位1,二層,8.0,華廈(10層含以下有電梯),住家用,148.65,3.0,2.0,13300000.0,98331.0,一樓平面,27.63,1400000.0,RPWOMLKKJIIGFDJ48CB,友太．序,B棟2號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1121021.0,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,124.56,2.0,2.0,10630000.0,94396.0,坡道平面,27.84,1500000.0,RPOPMLKKJIIGFDJ77CB,盛竑築硯,B5棟8號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,31.89,住,,,1121022.0,土地1建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),住家用,157.48,3.0,2.0,13150000.0,90725.0,坡道平面,29.07,1500000.0,RPRPMLKKJIIGFDJ08CB,盛竑築硯,B1棟2號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1121022.0,土地1建物1車位1,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,157.57,3.0,2.0,13680000.0,93887.0,坡道平面,27.84,1500000.0,RPTPMLKKJIIGFDJ28CB,盛竑築硯,B1棟13號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1121022.0,土地1建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),住家用,157.57,3.0,2.0,13700000.0,93656.0,坡道平面,27.84,1550000.0,RPUPMLKKJIIGFDJ38CB,盛竑築硯,B1棟7號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,32.47,住,,,1121025.0,土地1建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,157.57,3.0,2.0,13860000.0,94889.0,坡道平面,27.84,1550000.0,RPVPMLKKJIIGFDJ48CB,盛竑築硯,B1棟12號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1121025.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,124.56,2.0,2.0,10420000.0,92225.0,坡道平面,27.84,1500000.0,RPWPMLKKJIIGFDJ58CB,盛竑築硯,B5棟5號,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生八街130號對面,24.06,住,,,1121026.0,土地1建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),住家用,124.56,2.0,2.0,10330000.0,91294.0,坡道平面,27.84,1500000.0,RPXPMLKKJIIGFDJ68CB,盛竑築硯,B5棟3號,,,,,,,,,
